Job Category,Region,Country,Year,Month/Year,Job Count,City,Job Type,,1),"Modify  column names as I changed: Job Category, Region",
Legal / Policy,Pennsylvania,USA,2025,25-Feb,2,,,,,,
Legal / Policy,Pennsylvania,USA,2025,25-Mar,3,,,,,,
Legal / Policy,Quebec,Canada,2025,25-Jan,1,,,,,,
Legal / Policy,Quebec,Canada,2025,25-Mar,1,,,,,,
Legal / Policy,South Carolina,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Texas,USA,2024,24-Dec,2,,,,,,
Legal / Policy,Texas,USA,2025,25-Apr,3,,,,,,
Legal / Policy,Texas,USA,2025,25-Feb,3,,,,,,
Legal / Policy,Texas,USA,2025,25-Mar,6,,,,,,
Legal / Policy,Not Specific,USA,2025,25-Apr,1,,,,,,
Legal / Policy,Not Specific,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Utah,USA,2025,25-Mar,1,,,,,,
Legal / Policy,Virginia,USA,2024,24-Dec,1,,,,,,
Legal / Policy,Virginia,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Virginia,USA,2025,25-Jan,1,,,,,,
Legal / Policy,Virginia,USA,2025,25-Mar,4,,,,,,
Legal / Policy,Washington,USA,2024,24-Dec,1,,,,,,
Legal / Policy,Wisconsin,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Alberta,Canada,2025,25-Apr,2,,,,,,
Manufacturing / Supply Chain,Alberta,Canada,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Alberta,Canada,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,Arizona,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Arizona,USA,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,British Columbia,Canada,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,British Columbia,Canada,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,British Columbia,Canada,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,California,USA,2024,24-Dec,4,,,,,,
Manufacturing / Supply Chain,California,USA,2024,24-Nov,1,,,,,,
Manufacturing / Supply Chain,California,USA,2024,24-Oct,1,,,,,,
Manufacturing / Supply Chain,California,USA,2025,25-Apr,3,,,,,,
Manufacturing / Supply Chain,California,USA,2025,25-Feb,4,,,,,,
Manufacturing / Supply Chain,California,USA,2025,25-Jan,1,,,,,,
Manufacturing / Supply Chain,California,USA,2025,25-Mar,8,,,,,,
Manufacturing / Supply Chain,Colorado,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Colorado,USA,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Colorado,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,Connecticut,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,D.C.,USA,2024,24-Dec,1,,,,,,
Manufacturing / Supply Chain,Florida,USA,2025,25-Jan,2,,,,,,
Manufacturing / Supply Chain,Florida,USA,2025,25-Mar,2,,,,,,
Manufacturing / Supply Chain,Georgia,USA,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Georgia,USA,2025,25-Mar,4,,,,,,
Manufacturing / Supply Chain,Idaho,USA,2025,25-Apr,2,,,,,,
Manufacturing / Supply Chain,Idaho,USA,2025,25-Feb,3,,,,,,
Manufacturing / Supply Chain,Idaho,USA,2025,25-Mar,3,,,,,,
Manufacturing / Supply Chain,Illinois,USA,2025,25-Feb,3,,,,,,
Manufacturing / Supply Chain,Illinois,USA,2025,25-Mar,3,,,,,,
Manufacturing / Supply Chain,Indiana,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Indiana,USA,2025,25-Jan,1,,,,,,
Manufacturing / Supply Chain,Indiana,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,Kansas,USA,2025,25-Jan,1,,,,,,
Manufacturing / Supply Chain,Kentucky,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Kentucky,USA,2025,25-Mar,2,,,,,,
Manufacturing / Supply Chain,Maryland,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,Massachusetts,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Massachusetts,USA,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Massachusetts,USA,2025,25-Jan,3,,,,,,
Manufacturing / Supply Chain,Massachusetts,USA,2025,25-Mar,3,,,,,,
Manufacturing / Supply Chain,Michigan,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Michigan,USA,2025,25-Feb,3,,,,,,
Manufacturing / Supply Chain,Michigan,USA,2025,25-Mar,4,,,,,,
Manufacturing / Supply Chain,Minnesota,USA,2024,24-Dec,2,,,,,,
Manufacturing / Supply Chain,Minnesota,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,Missouri,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,New Hampshire,USA,2025,25-Jan,1,,,,,,
Manufacturing / Supply Chain,Nevada,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,New Jersey,USA,2025,25-Feb,2,,,,,,
Manufacturing / Supply Chain,New Jersey,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,New York,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,New York,USA,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,New York,USA,2025,25-Mar,2,,,,,,
Manufacturing / Supply Chain,North Carolina,USA,2024,24-Dec,1,,,,,,
Manufacturing / Supply Chain,North Carolina,USA,2025,25-Feb,2,,,,,,
Manufacturing / Supply Chain,Nova Scotia,Canada,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Ohio,USA,2024,24-Oct,1,,,,,,
Manufacturing / Supply Chain,Ohio,USA,2025,25-Jan,1,,,,,,
Manufacturing / Supply Chain,Ohio,USA,2025,25-Mar,2,,,,,,
Manufacturing / Supply Chain,Oklahoma,USA,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Ontario,Canada,2025,25-Apr,6,,,,,,
Manufacturing / Supply Chain,Ontario,Canada,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Ontario,Canada,2025,25-Mar,2,,,,,,
Manufacturing / Supply Chain,Oregon,USA,2025,25-Jan,2,,,,,,
Manufacturing / Supply Chain,Pennsylvania,USA,2025,25-Mar,2,,,,,,
Manufacturing / Supply Chain,Quebec,Canada,2025,25-Feb,2,,,,,,
Manufacturing / Supply Chain,Quebec,Canada,2025,25-Mar,2,,,,,,
Manufacturing / Supply Chain,Saskatchewan,Canada,2025,25-Apr,2,,,,,,
Manufacturing / Supply Chain,South Carolina,USA,2024,24-Nov,1,,,,,,
Manufacturing / Supply Chain,South Carolina,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Tennessee,USA,2024,24-Nov,1,,,,,,
Manufacturing / Supply Chain,Tennessee,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,Texas,USA,2024,24-Sep,1,,,,,,
Manufacturing / Supply Chain,Texas,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Texas,USA,2025,25-Jan,1,,,,,,
Manufacturing / Supply Chain,Texas,USA,2025,25-Mar,4,,,,,,
Manufacturing / Supply Chain,Utah,USA,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Virginia,USA,2024,24-Oct,1,,,,,,
Manufacturing / Supply Chain,Virginia,USA,2025,25-Feb,1,,,,,,
Manufacturing / Supply Chain,Washington,USA,2025,25-Apr,1,,,,,,
Manufacturing / Supply Chain,Washington,USA,2025,25-Mar,1,,,,,,
Manufacturing / Supply Chain,West Virginia,USA,2025,25-Mar,2,,,,,,
Manufacturing / Supply Chain,Wisconsin,USA,2024,24-Dec,2,,,,,,
Manufacturing / Supply Chain,Wisconsin,USA,2025,25-Apr,2,,,,,,
Manufacturing / Supply Chain,Wisconsin,USA,2025,25-Feb,1,,,,,,
Marketing / PR,Alabama,USA,2025,25-Jan,1,,,,,,
Marketing / PR,Alabama,USA,2025,25-Mar,2,,,,,,
Marketing / PR,Alberta,Canada,2025,25-Apr,1,,,,,,
Marketing / PR,Alberta,Canada,2025,25-Feb,2,,,,,,
Marketing / PR,Arizona,USA,2025,25-Apr,5,,,,,,
Marketing / PR,Arizona,USA,2025,25-Mar,7,,,,,,
Marketing / PR,Arkansas,USA,2024,24-Oct,1,,,,,,
Marketing / PR,Arkansas,USA,2025,25-Feb,2,,,,,,
Marketing / PR,Arkansas,USA,2025,25-Mar,2,,,,,,
Marketing / PR,British Columbia,Canada,2024,24-Oct,1,,,,,,
Marketing / PR,British Columbia,Canada,2025,25-Apr,1,,,,,,
Marketing / PR,British Columbia,Canada,2025,25-Feb,1,,,,,,
Marketing / PR,British Columbia,Canada,2025,25-Jan,2,,,,,,
Marketing / PR,British Columbia,Canada,2025,25-Mar,2,,,,,,
Marketing / PR,California,USA,2024,24-Dec,5,,,,,,
Marketing / PR,California,USA,2024,24-Jul,1,,,,,,
Marketing / PR,California,USA,2024,24-Jun,1,,,,,,
Marketing / PR,California,USA,2024,24-Oct,3,,,,,,
Marketing / PR,California,USA,2024,24-Sep,1,,,,,,
Marketing / PR,California,USA,2025,25-Apr,18,,,,,,
Marketing / PR,California,USA,2025,25-Feb,30,,,,,,
Marketing / PR,California,USA,2025,25-Jan,14,,,,,,
Marketing / PR,California,USA,2025,25-Mar,50,,,,,,
Marketing / PR,Colorado,USA,2025,25-Apr,5,,,,,,
Marketing / PR,Colorado,USA,2025,25-Feb,4,,,,,,
Marketing / PR,Colorado,USA,2025,25-Mar,4,,,,,,
Marketing / PR,Connecticut,USA,2025,25-Apr,1,,,,,,
Marketing / PR,Connecticut,USA,2025,25-Feb,4,,,,,,
Marketing / PR,Connecticut,USA,2025,25-Jan,1,,,,,,
Marketing / PR,Connecticut,USA,2025,25-Mar,1,,,,,,
Marketing / PR,D.C.,USA,2025,25-Apr,1,,,,,,
Marketing / PR,D.C.,USA,2025,25-Feb,4,,,,,,
Marketing / PR,D.C.,USA,2025,25-Mar,3,,,,,,
Marketing / PR,Delaware,USA,2025,25-Mar,2,,,,,,
Marketing / PR,District of Columbia,USA,2025,25-Apr,3,,,,,,
Marketing / PR,District of Columbia,USA,2025,25-Feb,1,,,,,,
Marketing / PR,District of Columbia,USA,2025,25-Jan,1,,,,,,
Marketing / PR,Florida,USA,2024,24-Dec,1,,,,,,
Marketing / PR,Florida,USA,2024,24-Oct,1,,,,,,
Marketing / PR,Florida,USA,2025,25-Apr,9,,,,,,
Marketing / PR,Florida,USA,2025,25-Feb,1,,,,,,
Marketing / PR,Florida,USA,2025,25-Mar,10,,,,,,
Marketing / PR,Georgia,USA,2024,24-Oct,1,,,,,,
Marketing / PR,Georgia,USA,2025,25-Apr,6,,,,,,
Marketing / PR,Georgia,USA,2025,25-Feb,4,,,,,,
Marketing / PR,Georgia,USA,2025,25-Mar,12,,,,,,
Marketing / PR,Illinois,USA,2024,24-Dec,2,,,,,,
Marketing / PR,Illinois,USA,2024,24-Nov,1,,,,,,
Marketing / PR,Illinois,USA,2024,24-Oct,1,,,,,,
Marketing / PR,Illinois,USA,2025,25-Apr,6,,,,,,
Marketing / PR,Illinois,USA,2025,25-Feb,8,,,,,,
Marketing / PR,Illinois,USA,2025,25-Jan,6,,,,,,
Marketing / PR,Illinois,USA,2025,25-Mar,20,,,,,,
Marketing / PR,Indiana,USA,2024,24-Dec,1,,,,,,
Marketing / PR,Indiana,USA,2025,25-Apr,7,,,,,,
Marketing / PR,Indiana,USA,2025,25-Mar,3,,,,,,
Marketing / PR,Kansas,USA,2025,25-Mar,1,,,,,,
Marketing / PR,Kentucky,USA,2024,24-Dec,1,,,,,,
Marketing / PR,Kentucky,USA,2025,25-Mar,1,,,,,,
Marketing / PR,Maine,USA,2025,25-Feb,1,,,,,,
Marketing / PR,Maine,USA,2025,25-Mar,1,,,,,,
Marketing / PR,Manitoba,Canada,2025,25-Mar,1,,,,,,
Marketing / PR,Maryland,USA,2024,24-Nov,1,,,,,,
Marketing / PR,Maryland,USA,2025,25-Feb,1,,,,,,
Marketing / PR,Maryland,USA,2025,25-Mar,4,,,,,,
Marketing / PR,Massachusetts,USA,2024,24-Aug,2,,,,,,
Marketing / PR,Massachusetts,USA,2024,24-Dec,4,,,,,,
Marketing / PR,Massachusetts,USA,2024,24-Nov,1,,,,,,
Marketing / PR,Massachusetts,USA,2024,24-Sep,2,,,,,,
Marketing / PR,Massachusetts,USA,2025,25-Apr,4,,,,,,
Marketing / PR,Massachusetts,USA,2025,25-Feb,5,,,,,,
Marketing / PR,Massachusetts,USA,2025,25-Jan,5,,,,,,
Marketing / PR,Massachusetts,USA,2025,25-Mar,15,,,,,,
Marketing / PR,Michigan,USA,2025,25-Apr,1,,,,,,
Marketing / PR,Michigan,USA,2025,25-Feb,2,,,,,,
Marketing / PR,Michigan,USA,2025,25-Jan,1,,,,,,
Marketing / PR,Michigan,USA,2025,25-Mar,4,,,,,,
Marketing / PR,Minnesota,USA,2025,25-Apr,3,,,,,,
Marketing / PR,Minnesota,USA,2025,25-Feb,3,,,,,,
Marketing / PR,Minnesota,USA,2025,25-Mar,5,,,,,,
Marketing / PR,Missouri,USA,2024,24-Dec,1,,,,,,
Marketing / PR,Missouri,USA,2024,24-Sep,1,,,,,,
Marketing / PR,Missouri,USA,2025,25-Apr,2,,,,,,
Marketing / PR,Missouri,USA,2025,25-Jan,1,,,,,,
Marketing / PR,Missouri,USA,2025,25-Mar,2,,,,,,
Marketing / PR,Nebraska,USA,2025,25-Apr,1,,,,,,
Marketing / PR,Nebraska,USA,2025,25-Feb,3,,,,,,
Marketing / PR,Nebraska,USA,2025,25-Mar,1,,,,,,
Marketing / PR,Nevada,USA,2025,25-Apr,2,,,,,,
Marketing / PR,Nevada,USA,2025,25-Mar,1,,,,,,
Marketing / PR,New Hampshire,USA,2025,25-Apr,1,,,,,,
Marketing / PR,New Hampshire,USA,2025,25-Mar,2,,,,,,
Marketing / PR,New Jersey,USA,2024,24-Nov,2,,,,,,
Marketing / PR,New Jersey,USA,2025,25-Apr,6,,,,,,
Marketing / PR,New Jersey,USA,2025,25-Feb,9,,,,,,
Marketing / PR,New Jersey,USA,2025,25-Mar,11,,,,,,
Marketing / PR,New York,USA,2024,24-Dec,5,,,,,,
Marketing / PR,New York,USA,2024,24-Oct,8,,,,,,
Marketing / PR,New York,USA,2024,24-Sep,1,,,,,,
Marketing / PR,New York,USA,2025,25-Apr,21,,,,,,
Marketing / PR,New York,USA,2025,25-Feb,17,,,,,,
Marketing / PR,New York,USA,2025,25-Jan,4,,,,,,
Marketing / PR,New York,USA,2025,25-Mar,45,,,,,,
Marketing / PR,North Carolina,USA,2024,24-Dec,1,,,,,,
Marketing / PR,North Carolina,USA,2024,24-Oct,1,,,,,,
Marketing / PR,North Carolina,USA,2025,25-Apr,2,,,,,,
Marketing / PR,North Carolina,USA,2025,25-Feb,3,,,,,,
Marketing / PR,North Carolina,USA,2025,25-Jan,1,,,,,,
Marketing / PR,North Carolina,USA,2025,25-Mar,3,,,,,,
Marketing / PR,Ohio,USA,2024,24-Dec,1,,,,,,
Marketing / PR,Ohio,USA,2025,25-Apr,5,,,,,,
Marketing / PR,Ohio,USA,2025,25-Feb,4,,,,,,
Marketing / PR,Ohio,USA,2025,25-Jan,1,,,,,,
Marketing / PR,Ohio,USA,2025,25-Mar,5,,,,,,
Marketing / PR,Oklahoma,USA,2025,25-Apr,1,,,,,,
Marketing / PR,Oklahoma,USA,2025,25-Mar,1,,,,,,
Marketing / PR,Ontario,Canada,2024,24-Dec,2,,,,,,
Marketing / PR,Ontario,Canada,2024,24-Oct,3,,,,,,
Marketing / PR,Ontario,Canada,2025,25-Apr,6,,,,,,
Marketing / PR,Ontario,Canada,2025,25-Feb,16,,,,,,
Marketing / PR,Ontario,Canada,2025,25-Jan,3,,,,,,
Marketing / PR,Ontario,Canada,2025,25-Mar,17,,,,,,
Marketing / PR,Oregon,USA,2025,25-Apr,1,,,,,,
Marketing / PR,Oregon,USA,2025,25-Mar,1,,,,,,
Marketing / PR,Pennsylvania,USA,2024,24-Dec,1,,,,,,
Marketing / PR,Pennsylvania,USA,2025,25-Apr,4,,,,,,
Marketing / PR,Pennsylvania,USA,2025,25-Feb,4,,,,,,
Marketing / PR,Pennsylvania,USA,2025,25-Jan,6,,,,,,
Marketing / PR,Pennsylvania,USA,2025,25-Mar,11,,,,,,
Marketing / PR,Quebec,Canada,2025,25-Feb,1,,,,,,
Marketing / PR,Quebec,Canada,2025,25-Feb,1,,,,,,
Marketing / PR,Quebec,Canada,2024,24-Sep,1,,,,,,
Marketing / PR,Quebec,Canada,2025,25-Apr,2,,,,,,
Marketing / PR,Quebec,Canada,2025,25-Feb,8,,,,,,
Marketing / PR,Quebec,Canada,2025,25-Jan,4,,,,,,
Marketing / PR,Quebec,Canada,2025,25-Mar,2,,,,,,
Marketing / PR,South Carolina,USA,2025,25-Feb,1,,,,,,
Marketing / PR,South Carolina,USA,2025,25-Mar,4,,,,,,
Marketing / PR,Tennessee,USA,2024,24-Nov,1,,,,,,
Marketing / PR,Tennessee,USA,2025,25-Apr,5,,,,,,
Marketing / PR,Tennessee,USA,2025,25-Feb,5,,,,,,
Marketing / PR,Tennessee,USA,2025,25-Mar,7,,,,,,
Marketing / PR,Texas,USA,2024,24-Dec,5,,,,,,
Marketing / PR,Texas,USA,2024,24-Nov,1,,,,,,
Marketing / PR,Texas,USA,2025,25-Apr,8,,,,,,
Marketing / PR,Texas,USA,2025,25-Feb,8,,,,,,
Marketing / PR,Texas,USA,2025,25-Jan,1,,,,,,
Marketing / PR,Texas,USA,2025,25-Mar,17,,,,,,
Marketing / PR,Not Specific,USA,2024,24-Oct,1,,,,,,
Marketing / PR,Not Specific,USA,2025,25-Apr,1,,,,,,
Marketing / PR,Not Specific,USA,2025,25-Mar,2,,,,,,
Marketing / PR,Utah,USA,2025,25-Apr,1,,,,,,
Marketing / PR,Utah,USA,2025,25-Feb,1,,,,,,
Marketing / PR,Utah,USA,2025,25-Mar,5,,,,,,
Marketing / PR,Virginia,USA,2025,25-Apr,2,,,,,,
Marketing / PR,Virginia,USA,2025,25-Feb,3,,,,,,
Marketing / PR,Virginia,USA,2025,25-Mar,4,,,,,,
Marketing / PR,Washington,USA,2024,24-Oct,1,,,,,,
Marketing / PR,Washington,USA,2024,24-Sep,1,,,,,,
Marketing / PR,Washington,USA,2025,25-Apr,3,,,,,,
Marketing / PR,Washington,USA,2025,25-Feb,5,,,,,,
Marketing / PR,Washington,USA,2025,25-Jan,1,,,,,,
Marketing / PR,Washington,USA,2025,25-Mar,9,,,,,,
Marketing / PR,Wisconsin,USA,2025,25-Apr,1,,,,,,
Marketing / PR,Wisconsin,USA,2025,25-Feb,1,,,,,,
Operations / PM,Alabama,USA,2025,25-Apr,2,,,,,,
Operations / PM,Alabama,USA,2025,25-Feb,1,,,,,,
Operations / PM,Alabama,USA,2025,25-Mar,3,,,,,,
Operations / PM,Alberta,Canada,2025,25-Apr,3,,,,,,
Operations / PM,Alberta,Canada,2025,25-Feb,3,,,,,,
Operations / PM,Alberta,Canada,2025,25-Mar,3,,,,,,
Operations / PM,Arizona,USA,2024,24-Dec,1,,,,,,
Operations / PM,Arizona,USA,2025,25-Apr,2,,,,,,
Operations / PM,Arizona,USA,2025,25-Feb,1,,,,,,
Operations / PM,Arizona,USA,2025,25-Mar,4,,,,,,
Operations / PM,Arkansas,USA,2024,24-Aug,1,,,,,,
Operations / PM,Arkansas,USA,2024,24-Oct,1,,,,,,
Operations / PM,Arkansas,USA,2025,25-Feb,2,,,,,,
Operations / PM,Arkansas,USA,2025,25-Mar,9,,,,,,
Operations / PM,British Columbia,Canada,2024,24-Nov,1,,,,,,
Operations / PM,British Columbia,Canada,2025,25-Apr,6,,,,,,
Operations / PM,British Columbia,Canada,2025,25-Feb,7,,,,,,
Operations / PM,British Columbia,Canada,2025,25-Jan,1,,,,,,
Operations / PM,British Columbia,Canada,2025,25-Mar,3,,,,,,
Operations / PM,California,USA,2018,18-Aug,1,,,,,,
Operations / PM,California,USA,2022,22-Apr,1,,,,,,
Operations / PM,California,USA,2024,24-Aug,1,,,,,,
Operations / PM,California,USA,2024,24-Dec,13,,,,,,
Operations / PM,California,USA,2024,24-Jun,1,,,,,,
Operations / PM,California,USA,2024,24-Nov,10,,,,,,
Operations / PM,California,USA,2024,24-Oct,14,,,,,,
Operations / PM,California,USA,2024,24-Sep,2,,,,,,
Operations / PM,California,USA,2025,25-Apr,40,,,,,,
Operations / PM,California,USA,2025,25-Feb,45,,,,,,
Operations / PM,California,USA,2025,25-Jan,19,,,,,,
Operations / PM,California,USA,2025,25-Mar,88,,,,,,
Operations / PM,Not Specific,Canada,2025,25-Feb,1,,,,,,
Operations / PM,Not Specific,Canada,2025,25-Jan,1,,,,,,
Operations / PM,Colorado,USA,2024,24-Dec,1,,,,,,
Operations / PM,Colorado,USA,2025,25-Apr,5,,,,,,
Operations / PM,Colorado,USA,2025,25-Feb,6,,,,,,
Operations / PM,Colorado,USA,2025,25-Jan,2,,,,,,
Operations / PM,Colorado,USA,2025,25-Mar,5,,,,,,
Operations / PM,Connecticut,USA,2025,25-Apr,6,,,,,,
Operations / PM,Connecticut,USA,2025,25-Feb,5,,,,,,
Operations / PM,Connecticut,USA,2025,25-Jan,2,,,,,,
Operations / PM,Connecticut,USA,2025,25-Mar,4,,,,,,
Operations / PM,D.C.,USA,2024,24-Dec,1,,,,,,
Operations / PM,D.C.,USA,2025,25-Apr,1,,,,,,
Operations / PM,D.C.,USA,2025,25-Feb,3,,,,,,
Operations / PM,D.C.,USA,2025,25-Mar,1,,,,,,
Operations / PM,Delaware,USA,2025,25-Apr,1,,,,,,
Operations / PM,Delaware,USA,2025,25-Mar,1,,,,,,
Operations / PM,District of Columbia,USA,2025,25-Apr,4,,,,,,
Operations / PM,Florida,USA,2024,24-Nov,2,,,,,,
Operations / PM,Florida,USA,2024,24-Oct,3,,,,,,
Operations / PM,Florida,USA,2025,25-Apr,5,,,,,,
Operations / PM,Florida,USA,2025,25-Feb,11,,,,,,
Operations / PM,Florida,USA,2025,25-Jan,5,,,,,,
Operations / PM,Florida,USA,2025,25-Mar,27,,,,,,
Operations / PM,Georgia,USA,2024,24-Nov,1,,,,,,
Operations / PM,Georgia,USA,2025,25-Apr,8,,,,,,
Operations / PM,Georgia,USA,2025,25-Feb,10,,,,,,
Operations / PM,Georgia,USA,2025,25-Mar,13,,,,,,
Operations / PM,Hawaii,USA,2025,25-Mar,2,,,,,,
Operations / PM,Holmes,USA,2025,25-Mar,1,,,,,,
Operations / PM,Idaho,USA,2025,25-Apr,1,,,,,,
Operations / PM,Idaho,USA,2025,25-Feb,2,,,,,,
Operations / PM,Idaho,USA,2025,25-Mar,3,,,,,,
Operations / PM,Illinois,USA,2024,24-Oct,3,,,,,,
Operations / PM,Illinois,USA,2025,25-Apr,6,,,,,,
Operations / PM,Illinois,USA,2025,25-Feb,14,,,,,,
Operations / PM,Illinois,USA,2025,25-Jan,2,,,,,,
Operations / PM,Illinois,USA,2025,25-Mar,22,,,,,,
Operations / PM,Indiana,USA,2024,24-Nov,1,,,,,,
Operations / PM,Indiana,USA,2024,24-Oct,1,,,,,,
Operations / PM,Indiana,USA,2025,25-Apr,4,,,,,,
Operations / PM,Indiana,USA,2025,25-Mar,10,,,,,,
Operations / PM,Iowa,USA,2025,25-Apr,3,,,,,,
Operations / PM,Iowa,USA,2025,25-Feb,2,,,,,,
Operations / PM,Iowa,USA,2025,25-Mar,1,,,,,,
Operations / PM,Kansas,USA,2025,25-Apr,1,,,,,,
Operations / PM,Kansas,USA,2025,25-Mar,10,,,,,,
Operations / PM,Kentucky,USA,2025,25-Feb,1,,,,,,
Operations / PM,Kentucky,USA,2025,25-Mar,1,,,,,,
Operations / PM,Louisiana,USA,2025,25-Mar,1,,,,,,
Operations / PM,Maine,USA,2025,25-Feb,1,,,,,,
Operations / PM,Maine,USA,2025,25-Mar,3,,,,,,
Operations / PM,Maryland,USA,2025,25-Apr,1,,,,,,
Operations / PM,Maryland,USA,2025,25-Feb,1,,,,,,
Operations / PM,Maryland,USA,2025,25-Mar,7,,,,,,
Operations / PM,Massachusetts,USA,2024,24-Dec,4,,,,,,
Operations / PM,Massachusetts,USA,2024,24-Nov,3,,,,,,
Operations / PM,Massachusetts,USA,2024,24-Oct,3,,,,,,
Operations / PM,Massachusetts,USA,2024,24-Sep,3,,,,,,
Operations / PM,Massachusetts,USA,2025,25-Apr,10,,,,,,
Operations / PM,Massachusetts,USA,2025,25-Feb,21,,,,,,
Operations / PM,Massachusetts,USA,2025,25-Jan,10,,,,,,
Operations / PM,Massachusetts,USA,2025,25-Mar,43,,,,,,
Operations / PM,Mexico,Mexico,2025,25-Jan,1,,,,,,
Operations / PM,Michigan,USA,2024,24-Dec,3,,,,,,
Operations / PM,Michigan,USA,2025,25-Apr,3,,,,,,
Operations / PM,Michigan,USA,2025,25-Feb,7,,,,,,
Operations / PM,Michigan,USA,2025,25-Mar,12,,,,,,
Operations / PM,Minnesota,USA,2024,24-Dec,5,,,,,,
Operations / PM,Minnesota,USA,2025,25-Apr,8,,,,,,
Operations / PM,Minnesota,USA,2025,25-Feb,4,,,,,,
Operations / PM,Minnesota,USA,2025,25-Jan,1,,,,,,
Operations / PM,Minnesota,USA,2025,25-Mar,10,,,,,,
Operations / PM,Mississippi,USA,2025,25-Apr,2,,,,,,
Operations / PM,Mississippi,USA,2025,25-Feb,2,,,,,,
Operations / PM,Missouri,USA,2024,24-Dec,1,,,,,,
Operations / PM,Missouri,USA,2024,24-Sep,2,,,,,,
Operations / PM,Missouri,USA,2025,25-Apr,2,,,,,,
Operations / PM,Missouri,USA,2025,25-Feb,3,,,,,,
Operations / PM,Missouri,USA,2025,25-Jan,2,,,,,,
Operations / PM,Missouri,USA,2025,25-Mar,8,,,,,,
Operations / PM,New Hampshire,USA,2025,25-Feb,1,,,,,,
Operations / PM,Nebraska,USA,2024,24-Nov,1,,,,,,
Operations / PM,Nebraska,USA,2025,25-Apr,1,,,,,,
Operations / PM,Nebraska,USA,2025,25-Feb,3,,,,,,
Operations / PM,Nebraska,USA,2025,25-Mar,3,,,,,,
Operations / PM,Nevada,USA,2024,24-Dec,2,,,,,,
Operations / PM,Nevada,USA,2024,24-Nov,1,,,,,,
Operations / PM,Nevada,USA,2025,25-Apr,1,,,,,,
Operations / PM,Nevada,USA,2025,25-Feb,2,,,,,,
Operations / PM,Nevada,USA,2025,25-Jan,1,,,,,,
Operations / PM,Nevada,USA,2025,25-Mar,4,,,,,,
Operations / PM,New Brunswick,Canada,2025,25-Apr,1,,,,,,
Operations / PM,New Hampshire,USA,2025,25-Feb,1,,,,,,
Operations / PM,New Hampshire,USA,2025,25-Mar,1,,,,,,
Operations / PM,New Jersey,USA,2024,24-Nov,1,,,,,,
Operations / PM,New Jersey,USA,2025,25-Apr,7,,,,,,
Operations / PM,New Jersey,USA,2025,25-Feb,2,,,,,,
Operations / PM,New Jersey,USA,2025,25-Jan,2,,,,,,
Operations / PM,New Jersey,USA,2025,25-Mar,12,,,,,,
Operations / PM,New Mexico,USA,2024,24-Dec,1,,,,,,
Operations / PM,New Mexico,USA,2025,25-Feb,1,,,,,,
Operations / PM,New Mexico,USA,2025,25-Jan,1,,,,,,
Operations / PM,New Mexico,USA,2025,25-Mar,1,,,,,,
Operations / PM,New York,USA,2024,24-Dec,5,,,,,,
Operations / PM,New York,USA,2024,24-Jul,1,,,,,,
Operations / PM,New York,USA,2024,24-Nov,3,,,,,,
Operations / PM,New York,USA,2024,24-Oct,9,,,,,,
Operations / PM,New York,USA,2024,24-Sep,1,,,,,,
